 Day of  Day of  Slurry  Slurry  Air    Wall  Floor  Slurry
  476     233   959.8    2.4   16.9   17.7   10.2   19.6
  477     234   968.4    2.4   16.8   17.7   10.3   19.5
  478     235   977.0    2.4   16.6   17.8   10.3   19.4
  479     236   985.6    2.5   16.5   17.8   10.4   19.3
  480     237   994.1    2.5   16.3   17.9   10.4   19.2
  481     238  1002.7    2.5   16.2   17.9   10.4   19.2
  482     239  1011.3    2.5   16.0   17.9   10.5   19.1
  483     240  1019.8    2.5   15.9   18.0   10.5   19.0
  484     241  1028.4    2.6   15.7   18.0   10.5   18.9
  485     242  1037.0    2.6   15.6   18.0   10.6   18.8
  486     243  1045.5    2.6   15.4   18.1   10.6   18.7
  487     244  1054.1    2.6   15.2   18.1   10.6   18.6
  488     245     8.6    0.0   15.1   18.1   10.7   17.7
  489     246    17.1    0.0   14.9   18.1   10.7   17.7
  490     247    25.7    0.1   14.8   18.2   10.7   17.6
  491     248    34.3    0.1   14.6   18.2   10.8   17.5
  492     249    42.8    0.1   14.4   18.2   10.8   17.4
  493     250    51.4    0.1   14.3   18.2   10.8   17.2
  494     251    60.0    0.1   14.1   18.2   10.9   17.1
  495     252    68.6    0.2   13.9   18.2   10.9   17.0
  496     253    77.1    0.2   13.7   18.2   10.9   16.9
  497     254    85.7    0.2   13.6   18.2   11.0   16.8
  498     255    94.3    0.2   13.4   18.3   11.0   16.7
  499     256   102.8    0.3   13.2   18.3   11.0   16.5
  500     257   111.4    0.3   13.0   18.2   11.1   16.4
  501     258   120.0    0.3   12.9   18.2   11.1   16.3
  502     259   128.5    0.3   12.7   18.2   11.1   16.2
  503     260   137.1    0.3   12.5   18.2   11.2   16.1
  504     261   145.7    0.4   12.3   18.2   11.2   15.9
  505     262   154.3    0.4   12.2   18.2   11.2   15.8
  506     263   162.8    0.4   12.0   18.2   11.3   15.7
  507     264   171.4    0.4   11.8   18.2   11.3   15.6
  508     265   180.0    0.4   11.6   18.1   11.3   15.5
  509     266   188.5    0.5   11.4   18.1   11.4   15.3
  510     267   197.1    0.5   11.3   18.1   11.4   15.2
  511     268   205.7    0.5   11.1   18.1   11.4   15.1
  512     269   214.3    0.5   10.9   18.0   11.5   15.0
  513     270   222.8    0.6   10.7   18.0   11.5   14.9
  514     271   231.4    0.6   10.5   18.0   11.5   14.7
  515     272   240.0    0.6   10.4   17.9   11.5   14.6
  516     273   248.5    0.6   10.2   17.9   11.6   14.5
  517     274   257.1    0.6   10.0   17.9   11.6   14.4
  518     275   265.7    0.7    9.8   17.8   11.6   14.2
  519     276   274.2    0.7    9.6   17.8   11.7   14.1
  520     277   282.8    0.7    9.5   17.7   11.7   14.0
  521     278   291.4    0.7    9.3   17.7   11.7   13.9
  522     279   300.0    0.7    9.1   17.6   11.7   13.8
  523     280   308.5    0.8    8.9   17.6   11.8   13.6
  524     281   317.1    0.8    8.7   17.5   11.8   13.5
  525     282   325.7    0.8    8.6   17.5   11.8   13.4
  526     283   334.2    0.8    8.4   17.4   11.9   13.3
  527     284   342.8    0.9    8.2   17.3   11.9   13.2
  528     285   351.4    0.9    8.0   17.3   11.9   13.0
  529     286   359.9    0.9    7.9   17.2   11.9   12.9
  530     287   368.5    0.9    7.7   17.1   11.9   12.8
  531     288   377.1    0.9    7.5   17.1   12.0   12.7
  532     289   385.7    1.0    7.3   17.0   12.0   12.6
  533     290   394.2    1.0    7.2   16.9   12.0   12.4
  534     291   402.8    1.0    7.0   16.8   12.0   12.3
  535     292   411.4    1.0    6.8   16.8   12.1   12.2
  536     293   419.9    1.0    6.7   16.7   12.1   12.1
  537     294   428.5    1.1    6.5   16.6   12.1   12.0
  538     295   437.1    1.1    6.3   16.5   12.1   11.9
  539     296   445.6    1.1    6.2   16.4   12.1   11.8
  540     297   454.2    1.1    6.0   16.4   12.2   11.6
  541     298   462.8    1.2    5.8   16.3   12.2   11.5
  542     299   471.4    1.2    5.7   16.2   12.2   11.4
  543     300   479.9    1.2    5.5   16.1   12.2   11.3
  544     301   488.5    1.2    5.4   16.0   12.2   11.2
  545     302   497.1    1.2    5.2   15.9   12.3   11.1
  546     303   505.6    1.3    5.0   15.8   12.3   11.0
  547     304   514.2    1.3    4.9   15.7   12.3   10.9
  548     305   522.8    1.3    4.7   15.6   12.3   10.8
  549     306   531.3    1.3    4.6   15.5   12.3   10.7
  550     307   539.9    1.3    4.4   15.4   12.3   10.5
  551     308   548.5    1.4    4.3   15.3   12.3   10.4
  552     309   557.1    1.4    4.1   15.2   12.4   10.3
  553     310   565.6    1.4    4.0   15.1   12.4   10.2
  554     311   574.2    1.4    3.9   15.0   12.4   10.1
  555     312   582.8    1.5    3.7   14.9   12.4   10.0
  556     313   591.3    1.5    3.6   14.8   12.4    9.9
  557     314   599.9    1.5    3.5   14.6   12.4    9.8
  558     315   608.5    1.5    3.3   14.5   12.4    9.7
  559     316   617.0    1.5    3.2   14.4   12.4    9.6
  560     317   625.6    1.6    3.1   14.3   12.4    9.5
  561     318   634.2    1.6    2.9   14.2   12.5    9.5
  562     319   642.8    1.6    2.8   14.1   12.5    9.4
  563     320   651.3    1.6    2.7   13.9   12.5    9.3
  564     321   659.9    1.6    2.6   13.8   12.5    9.2
  565     322   668.5    1.7    2.5   13.7   12.5    9.1
  566     323   677.0    1.7    2.3   13.6   12.5    9.0
  567     324   685.6    1.7    2.2   13.5   12.5    8.9
  568     325   694.2    1.7    2.1   13.3   12.5    8.8
  569     326   702.7    1.8    2.0   13.2   12.5    8.7
  570     327   711.3    1.8    1.9   13.1   12.5    8.7
  571     328   719.9    1.8    1.8   13.0   12.5    8.6
  572     329   728.5    1.8    1.7   12.8   12.5    8.5
  573     330   737.0    1.8    1.6   12.7   12.5    8.4
  574     331   745.6    1.9    1.5   12.6   12.5    8.3
  575     332   754.2    1.9    1.4   12.4   12.5    8.3
  576     333   762.7    1.9    1.3   12.3   12.5    8.2
  577     334   771.3    1.9    1.2   12.2   12.5    8.1
  578     335   779.9    1.9    1.2   12.1   12.5    8.0
  579     336   788.4    2.0    1.1   11.9   12.5    8.0
  580     337   797.0    2.0    1.0   11.8   12.5    7.9
  581     338   805.6    2.0    0.9   11.7   12.5    7.8
  582     339   814.2    2.0    0.8   11.5   12.5    7.8
  583     340   822.7    2.1    0.8   11.4   12.5    7.7
  584     341   831.3    2.1    0.7   11.3   12.5    7.6
  585     342   839.9    2.1    0.6   11.1   12.5    7.6
  586     343   848.4    2.1    0.6   11.0   12.5    7.5
  587     344   857.0    2.1    0.5   10.9   12.5    7.5
  588     345   865.6    2.2    0.5   10.7   12.5    7.4
  589     346   874.1    2.2    0.4   10.6   12.4    7.3
  590     347   882.7    2.2    0.4   10.5   12.4    7.3
  591     348   891.3    2.2    0.3   10.3   12.4    7.2
  592     349   899.9    2.2    0.3   10.2   12.4    7.2
  593     350   908.4    2.3    0.2   10.1   12.4    7.1
  594     351   917.0    2.3    0.2    9.9   12.4    7.1
  595     352   925.6    2.3    0.2    9.8   12.4    7.0
  596     353   934.1    2.3    0.1    9.7   12.4    7.0
  597     354   942.7    2.4    0.1    9.5   12.4    7.0
  598     355   951.3    2.4    0.1    9.4   12.3    6.9
  599     356   959.8    2.4    0.1    9.3   12.3    6.9
  600     357   968.4    2.4    0.0    9.1   12.3    6.8
  601     358   977.0    2.4    0.0    9.0   12.3    6.8
  602     359   985.6    2.5    0.0    8.9   12.3    6.8
  603     360   994.1    2.5    0.0    8.7   12.3    6.7
  604     361  1002.7    2.5    0.0    8.6   12.3    6.7
  605     362  1011.3    2.5    0.0    8.5   12.2    6.7
  606     363  1019.8    2.5    0.0    8.4   12.2    6.6
  607     364  1028.4    2.6    0.0    8.2   12.2    6.6
  608     365  1037.0    2.6    0.0    8.1   12.2    6.6
  609       1  1045.5    2.6    0.0    8.0   12.2    6.6
  610       2  1054.1    2.6    0.0    7.9   12.1    6.5
  611       3  1062.7    2.7    0.0    7.7   12.1    6.5
  612       4  1071.3    2.7    0.1    7.6   12.1    6.5
  613       5  1079.8    2.7    0.1    7.5   12.1    6.5
  614       6  1088.4    2.7    0.1    7.4   12.1    6.5
  615       7  1097.0    2.7    0.1    7.2   12.0    6.5
  616       8  1105.5    2.8    0.2    7.1   12.0    6.5
  617       9  1114.1    2.8    0.2    7.0   12.0    6.4
  618      10  1122.7    2.8    0.2    6.9   12.0    6.4
  619      11  1131.2    2.8    0.3    6.8   11.9    6.4
  620      12  1139.8    2.8    0.3    6.6   11.9    6.4
  621      13  1148.4    2.9    0.4    6.5   11.9    6.4
  622      14  1156.9    2.9    0.4    6.4   11.9    6.4
  623      15  1165.5    2.9    0.5    6.3   11.9    6.4
  624      16  1174.1    2.9    0.5    6.2   11.8    6.4
  625      17  1182.7    3.0    0.6    6.1   11.8    6.4
  626      18  1191.2    3.0    0.6    6.0   11.8    6.4
  627      19  1199.8    3.0    0.7    5.9   11.7    6.5
  628      20  1208.4    3.0    0.8    5.8   11.7    6.5
  629      21  1216.9    3.0    0.8    5.7   11.7    6.5
  630      22  1225.5    3.1    0.9    5.5   11.7    6.5
  631      23  1234.1    3.1    1.0    5.4   11.6    6.5
  632      24  1242.6    3.1    1.1    5.3   11.6    6.5
  633      25  1251.2    3.1    1.2    5.2   11.6    6.5
  634      26  1259.8    3.1    1.2    5.2   11.5    6.6
  635      27  1268.4    3.2    1.3    5.1   11.5    6.6
  636      28  1276.9    3.2    1.4    5.0   11.5    6.6
  637      29  1285.5    3.2    1.5    4.9   11.5    6.6
  638      30  1294.1    3.2    1.6    4.8   11.4    6.7
  639      31  1302.6    3.3    1.7    4.7   11.4    6.7
  640      32  1311.2    3.3    1.8    4.6   11.4    6.7
  641      33  1319.8    3.3    1.9    4.5   11.3    6.8
  642      34  1328.3    3.3    2.0    4.4   11.3    6.8
  643      35  1336.9    3.3    2.1    4.3   11.3    6.8
  644      36  1345.5    3.4    2.2    4.3   11.2    6.9
  645      37  1354.1    3.4    2.3    4.2   11.2    6.9
  646      38  1362.6    3.4    2.5    4.1   11.2    6.9
  647      39  1371.2    3.4    2.6    4.0   11.1    7.0
  648      40  1379.8    3.4    2.7    4.0   11.1    7.0
  649      41  1388.3    3.5    2.8    3.9   11.1    7.1
  650      42  1396.9    3.5    2.9    3.8   11.0    7.1
  651      43  1405.5    3.5    3.1    3.8   11.0    7.2
  652      44  1414.0    3.5    3.2    3.7   11.0    7.2
  653      45  1422.6    3.6    3.3    3.6   10.9    7.3
  654      46  1431.2    3.6    3.5    3.6   10.9    7.3
  655      47  1439.8    3.6    3.6    3.5   10.9    7.4
  656      48  1448.3    3.6    3.7    3.5   10.8    7.4
  657      49  1456.9    3.6    3.9    3.4   10.8    7.5
  658      50  1465.5    3.7    4.0    3.3   10.8    7.5
  659      51  1474.0    3.7    4.1    3.3   10.7    7.6
  660      52  1482.6    3.7    4.3    3.2   10.7    7.7
  661      53  1491.2    3.7    4.4    3.2   10.7    7.7
  662      54  1499.7    3.7    4.6    3.2   10.6    7.8
  663      55  1508.3    3.8    4.7    3.1   10.6    7.8
  664      56  1516.9    3.8    4.9    3.1   10.6    7.9
  665      57  1525.5    3.8    5.0    3.0   10.5    8.0
  666      58  1534.0    3.8    5.2    3.0   10.5    8.0
  667      59  1542.6    3.9    5.4    3.0   10.5    8.1
  668      60  1551.2    3.9    5.5    2.9   10.4    8.2
  669      61  1559.7    3.9    5.7    2.9   10.4    8.3
  670      62  1568.3    3.9    5.8    2.9   10.4    8.3
  671      63  1576.9    3.9    6.0    2.9   10.3    8.4
  672      64  1585.4    4.0    6.2    2.8   10.3    8.5
  673      65  1594.0    4.0    6.3    2.8   10.2    8.6
  674      66  1602.6    4.0    6.5    2.8   10.2    8.6
  675      67  1611.2    4.0    6.7    2.8   10.2    8.7
  676      68  1619.7    4.0    6.8    2.8   10.1    8.8
  677      69  1628.3    4.1    7.0    2.8   10.1    8.9
  678      70  1636.9    4.1    7.2    2.8   10.1    9.0
  679      71  1645.4    4.1    7.3    2.8   10.0    9.0
  680      72  1654.0    4.1    7.5    2.8   10.0    9.1
  681      73  1662.6    4.2    7.7    2.7   10.0    9.2
  682      74  1671.1    4.2    7.9    2.8    9.9    9.3
  683      75  1679.7    4.2    8.0    2.8    9.9    9.4
  684      76  1688.3    4.2    8.2    2.8    9.9    9.5
  685      77  1696.9    4.2    8.4    2.8    9.8    9.6
  686      78  1705.4    4.3    8.6    2.8    9.8    9.7
  687      79  1714.0    4.3    8.7    2.8    9.8    9.8
  688      80  1722.6    4.3    8.9    2.8    9.7    9.8
  689      81  1731.1    4.3    9.1    2.8    9.7    9.9
  690      82  1739.7    4.3    9.3    2.8    9.7   10.0
  691      83  1748.3    4.4    9.5    2.9    9.7   10.1
  692      84  1756.8    4.4    9.6    2.9    9.6   10.2
  693      85  1765.4    4.4    9.8    2.9    9.6   10.3
  694      86  1774.0    4.4   10.0    2.9    9.6   10.4
  695      87  1782.6    4.5   10.2    3.0    9.5   10.5
  696      88  1791.1    4.5   10.4    3.0    9.5   10.6
  697      89  1799.7    4.5   10.5    3.0    9.5   10.7
  698      90  1808.3    4.5   10.7    3.1    9.4   10.8
  699      91  1816.8    4.5   10.9    3.1    9.4   10.9
  700      92  1825.4    4.6   11.1    3.2    9.4   11.0
  701      93  1834.0    4.6   11.3    3.2    9.4   11.1
  702      94  1842.5    4.6   11.4    3.2    9.3   11.2
  703      95  1851.1    4.6   11.6    3.3    9.3   11.3
  704      96  1859.7    4.6   11.8    3.3    9.3   11.4
  705      97  1868.3    4.7   12.0    3.4    9.2   11.5
  706      98  1876.8    4.7   12.2    3.5    9.2   11.6
  707      99  1885.4    4.7   12.3    3.5    9.2   11.7
  708     100  1894.0    4.7   12.5    3.6    9.2   11.8
  709     101  1902.5    4.8   12.7    3.6    9.1   11.9
  710     102  1911.1    4.8   12.9    3.7    9.1   12.0
  711     103  1919.7    4.8   13.0    3.8    9.1   12.1
  712     104  1928.2    4.8   13.2    3.8    9.1   12.2
  713     105  1936.8    4.8   13.4    3.9    9.0   12.3
  714     106  1945.4    4.9   13.6    4.0    9.0   12.4
  715     107  1954.0    4.9   13.7    4.0    9.0   12.5
  716     108  1962.5    4.9   13.9    4.1    9.0   12.6
  717     109  1971.1    4.9   14.1    4.2    8.9   12.8
  718     110  1979.7    4.9   14.3    4.3    8.9   12.9
  719     111  1988.2    5.0   14.4    4.3    8.9   13.0
  720     112  1996.8    5.0   14.6    4.4    8.9   13.1
  721     113  2005.4    5.0   14.8    4.5    8.9   13.2
  722     114  2013.9    5.0   14.9    4.6    8.8   13.3
  723     115  2022.5    5.1   15.1    4.7    8.8   13.4
  724     116  2031.1    5.1   15.2    4.8    8.8   13.5
  725     117  2039.7    5.1   15.4    4.9    8.8   13.6
  726     118  2048.2    5.1   15.6    5.0    8.8   13.7
  727     119  2056.8    5.1   15.7    5.1    8.8   13.8
  728     120  2065.4    5.2   15.9    5.2    8.7   13.9
  729     121  2073.9    5.2   16.0    5.2    8.7   14.0
