 Day of  Day of  Slurry  Slurry  Air    Wall  Floor  Slurry
  476     233   959.8    2.4   19.4   16.3    9.6   19.1
  477     234   968.4    2.4   19.3   16.4    9.6   18.2
  478     235   977.0    2.4   19.2   16.4    9.7   18.3
  479     236   985.6    2.5   19.0   16.5    9.7   18.4
  480     237   994.1    2.5   18.9   16.6    9.7   18.5
  481     238  1002.7    2.5   18.8   16.7    9.7   18.6
  482     239  1011.3    2.5   18.7   16.8    9.8   17.7
  483     240  1019.8    2.5   18.6   16.8    9.8   17.8
  484     241  1028.4    2.6   18.5   16.9    9.8   17.9
  485     242  1037.0    2.6   18.4   17.0    9.9   18.0
  486     243  1045.5    2.6   18.3   17.1    9.9   18.1
  487     244  1054.1    2.6   18.1   17.1    9.9   17.2
  488     245     8.6    0.0   18.0   17.2   10.0   20.5
  489     246    17.1    0.0   17.9   17.3   10.0   18.2
  490     247    25.7    0.1   17.7   17.3   10.0   17.8
  491     248    34.3    0.1   17.6   17.4   10.1   17.7
  492     249    42.8    0.1   17.5   17.5   10.1   17.2
  493     250    51.4    0.1   17.3   17.5   10.1   17.2
  494     251    60.0    0.1   17.2   17.6   10.2   17.0
  495     252    68.6    0.2   17.1   17.6   10.2   16.6
  496     253    77.1    0.2   16.9   17.7   10.2   16.9
  497     254    85.7    0.2   16.8   17.7   10.3   16.3
  498     255    94.3    0.2   16.6   17.8   10.3   16.6
  499     256   102.8    0.3   16.5   17.8   10.4   15.7
  500     257   111.4    0.3   16.3   17.9   10.4   15.7
  501     258   120.0    0.3   16.2   17.9   10.4   15.8
  502     259   128.5    0.3   16.0   17.9   10.5   15.7
  503     260   137.1    0.3   15.9   18.0   10.5   15.6
  504     261   145.7    0.4   15.7   18.0   10.5   15.4
  505     262   154.3    0.4   15.6   18.0   10.6   15.3
  506     263   162.8    0.4   15.4   18.1   10.6   15.0
  507     264   171.4    0.4   15.2   18.1   10.6   14.8
  508     265   180.0    0.4   15.1   18.1   10.7   14.5
  509     266   188.5    0.5   14.9   18.1   10.7   14.2
  510     267   197.1    0.5   14.8   18.2   10.7   14.9
  511     268   205.7    0.5   14.6   18.2   10.8   14.5
  512     269   214.3    0.5   14.4   18.2   10.8   14.1
  513     270   222.8    0.6   14.3   18.2   10.8   13.7
  514     271   231.4    0.6   14.1   18.2   10.9   14.4
  515     272   240.0    0.6   13.9   18.2   10.9   13.9
  516     273   248.5    0.6   13.7   18.2   10.9   13.5
  517     274   257.1    0.6   13.6   18.2   11.0   13.0
  518     275   265.7    0.7   13.4   18.2   11.0   13.6
  519     276   274.2    0.7   13.2   18.2   11.0   13.1
  520     277   282.8    0.7   13.0   18.2   11.1   12.6
  521     278   291.4    0.7   12.9   18.2   11.1   13.1
  522     279   300.0    0.7   12.7   18.2   11.1   12.6
  523     280   308.5    0.8   12.5   18.2   11.2   12.1
  524     281   317.1    0.8   12.3   18.2   11.2   12.5
  525     282   325.7    0.8   12.2   18.2   11.2   12.0
  526     283   334.2    0.8   12.0   18.2   11.3   12.4
  527     284   342.8    0.9   11.8   18.2   11.3   11.9
  528     285   351.4    0.9   11.6   18.1   11.3   11.3
  529     286   359.9    0.9   11.4   18.1   11.4   11.8
  530     287   368.5    0.9   11.3   18.1   11.4   11.2
  531     288   377.1    0.9   11.1   18.1   11.4   11.6
  532     289   385.7    1.0   10.9   18.0   11.5   11.0
  533     290   394.2    1.0   10.7   18.0   11.5   10.5
  534     291   402.8    1.0   10.5   18.0   11.5   10.9
  535     292   411.4    1.0   10.4   17.9   11.5   10.2
  536     293   419.9    1.0   10.2   17.9   11.6   10.7
  537     294   428.5    1.1   10.0   17.9   11.6   10.1
  538     295   437.1    1.1    9.8   17.8   11.6   10.4
  539     296   445.6    1.1    9.6   17.8   11.7    9.8
  540     297   454.2    1.1    9.5   17.7   11.7   10.2
  541     298   462.8    1.2    9.3   17.7   11.7    9.6
  542     299   471.4    1.2    9.1   17.6   11.7    8.9
  543     300   479.9    1.2    8.9   17.6   11.8    9.3
  544     301   488.5    1.2    8.7   17.5   11.8    8.7
  545     302   497.1    1.2    8.6   17.5   11.8    9.1
  546     303   505.6    1.3    8.4   17.4   11.8    8.4
  547     304   514.2    1.3    8.2   17.3   11.9    8.8
  548     305   522.8    1.3    8.0   17.3   11.9    8.1
  549     306   531.3    1.3    7.9   17.2   11.9    8.5
  550     307   539.9    1.3    7.7   17.1   11.9    7.8
  551     308   548.5    1.4    7.5   17.1   12.0    8.2
  552     309   557.1    1.4    7.3   17.0   12.0    7.5
  553     310   565.6    1.4    7.2   16.9   12.0    7.8
  554     311   574.2    1.4    7.0   16.8   12.0    7.2
  555     312   582.8    1.5    6.8   16.8   12.1    7.5
  556     313   591.3    1.5    6.7   16.7   12.1    6.8
  557     314   599.9    1.5    6.5   16.6   12.1    7.2
  558     315   608.5    1.5    6.3   16.5   12.1    6.5
  559     316   617.0    1.5    6.2   16.4   12.1    6.8
  560     317   625.6    1.6    6.0   16.4   12.2    6.1
  561     318   634.2    1.6    5.8   16.3   12.2    6.4
  562     319   642.8    1.6    5.7   16.2   12.2    6.8
  563     320   651.3    1.6    5.5   16.1   12.2    6.1
  564     321   659.9    1.6    5.4   16.0   12.2    6.4
  565     322   668.5    1.7    5.2   15.9   12.3    5.7
  566     323   677.0    1.7    5.0   15.8   12.3    6.0
  567     324   685.6    1.7    4.9   15.7   12.3    5.3
  568     325   694.2    1.7    4.7   15.6   12.3    5.6
  569     326   702.7    1.8    4.6   15.5   12.3    4.9
  570     327   711.3    1.8    4.4   15.4   12.3    5.2
  571     328   719.9    1.8    4.3   15.3   12.3    5.5
  572     329   728.5    1.8    4.1   15.2   12.4    4.8
  573     330   737.0    1.8    4.0   15.1   12.4    5.1
  574     331   745.6    1.9    3.9   15.0   12.4    4.4
  575     332   754.2    1.9    3.7   14.9   12.4    4.6
  576     333   762.7    1.9    3.6   14.8   12.4    3.9
  577     334   771.3    1.9    3.5   14.6   12.4    4.2
  578     335   779.9    1.9    3.3   14.5   12.4    4.5
  579     336   788.4    2.0    3.2   14.4   12.4    3.8
  580     337   797.0    2.0    3.1   14.3   12.4    4.1
  581     338   805.6    2.0    2.9   14.2   12.5    3.3
  582     339   814.2    2.0    2.8   14.1   12.5    3.6
  583     340   822.7    2.1    2.7   13.9   12.5    3.9
  584     341   831.3    2.1    2.6   13.8   12.5    3.2
  585     342   839.9    2.1    2.5   13.7   12.5    3.4
  586     343   848.4    2.1    2.3   13.6   12.5    3.7
  587     344   857.0    2.1    2.2   13.5   12.5    3.0
  588     345   865.6    2.2    2.1   13.3   12.5    3.2
  589     346   874.1    2.2    2.0   13.2   12.5    2.5
  590     347   882.7    2.2    1.9   13.1   12.5    2.8
  591     348   891.3    2.2    1.8   13.0   12.5    3.0
  592     349   899.9    2.2    1.7   12.8   12.5    2.3
  593     350   908.4    2.3    1.6   12.7   12.5    2.5
  594     351   917.0    2.3    1.5   12.6   12.5    2.8
  595     352   925.6    2.3    1.4   12.4   12.5    2.1
  596     353   934.1    2.3    1.3   12.3   12.5    2.3
  597     354   942.7    2.4    1.2   12.2   12.5    2.6
  598     355   951.3    2.4    1.2   12.1   12.5    1.8
  599     356   959.8    2.4    1.1   11.9   12.5    2.1
  600     357   968.4    2.4    1.0   11.8   12.5    2.3
  601     358   977.0    2.4    0.9   11.7   12.5    1.6
  602     359   985.6    2.5    0.8   11.5   12.5    1.8
  603     360   994.1    2.5    0.8   11.4   12.5    2.0
  604     361  1002.7    2.5    0.7   11.3   12.5    1.4
  605     362  1011.3    2.5    0.6   11.1   12.5    1.6
  606     363  1019.8    2.5    0.6   11.0   12.5    1.8
  607     364  1028.4    2.6    0.5   10.9   12.5    1.6
  608     365  1037.0    2.6    0.5   10.7   12.5    1.8
  609       1  1045.5    2.6    0.4   10.6   12.4    1.1
  610       2  1054.1    2.6    0.4   10.5   12.4    1.3
  611       3  1062.7    2.7    0.3   10.3   12.4    1.5
  612       4  1071.3    2.7    0.3   10.2   12.4    1.8
  613       5  1079.8    2.7    0.2   10.1   12.4    1.0
  614       6  1088.4    2.7    0.2    9.9   12.4    1.2
  615       7  1097.0    2.7    0.2    9.8   12.4    1.4
  616       8  1105.5    2.8    0.1    9.7   12.4    1.7
  617       9  1114.1    2.8    0.1    9.5   12.4    0.9
  618      10  1122.7    2.8    0.1    9.4   12.3    1.1
  619      11  1131.2    2.8    0.1    9.3   12.3    1.3
  620      12  1139.8    2.8    0.0    9.1   12.3    1.5
  621      13  1148.4    2.9    0.0    9.0   12.3    0.8
  622      14  1156.9    2.9    0.0    8.9   12.3    1.0
  623      15  1165.5    2.9    0.0    8.7   12.3    1.2
  624      16  1174.1    2.9    0.0    8.6   12.3    1.4
  625      17  1182.7    3.0    0.0    8.5   12.2    0.6
  626      18  1191.2    3.0    0.0    8.4   12.2    0.8
  627      19  1199.8    3.0    0.0    8.2   12.2    1.0
  628      20  1208.4    3.0    0.0    8.1   12.2    1.2
  629      21  1216.9    3.0    0.0    8.0   12.2    1.4
  630      22  1225.5    3.1    0.0    7.8   12.1    0.6
  631      23  1234.1    3.1    0.0    7.7   12.1    0.8
  632      24  1242.6    3.1    0.1    7.6   12.1    1.0
  633      25  1251.2    3.1    0.1    7.5   12.1    1.2
  634      26  1259.8    3.1    0.1    7.4   12.1    1.4
  635      27  1268.4    3.2    0.1    7.2   12.0    1.2
  636      28  1276.9    3.2    0.2    7.1   12.0    1.4
  637      29  1285.5    3.2    0.2    7.0   12.0    1.6
  638      30  1294.1    3.2    0.2    6.9   12.0    0.8
  639      31  1302.6    3.3    0.3    6.8   11.9    1.0
  640      32  1311.2    3.3    0.3    6.6   11.9    1.2
  641      33  1319.8    3.3    0.4    6.5   11.9    1.4
  642      34  1328.3    3.3    0.4    6.4   11.9    1.5
  643      35  1336.9    3.3    0.5    6.3   11.8    1.7
  644      36  1345.5    3.4    0.5    6.2   11.8    1.6
  645      37  1354.1    3.4    0.6    6.1   11.8    1.8
  646      38  1362.6    3.4    0.6    6.0   11.8    1.9
  647      39  1371.2    3.4    0.7    5.9   11.7    2.0
  648      40  1379.8    3.4    0.8    5.8   11.7    1.2
  649      41  1388.3    3.5    0.8    5.6   11.7    1.4
  650      42  1396.9    3.5    0.9    5.5   11.7    1.6
  651      43  1405.5    3.5    1.0    5.4   11.6    1.7
  652      44  1414.0    3.5    1.1    5.3   11.6    1.9
  653      45  1422.6    3.6    1.2    5.2   11.6    2.1
  654      46  1431.2    3.6    1.2    5.1   11.5    2.2
  655      47  1439.8    3.6    1.3    5.1   11.5    2.4
  656      48  1448.3    3.6    1.4    5.0   11.5    2.6
  657      49  1456.9    3.6    1.5    4.9   11.5    2.5
  658      50  1465.5    3.7    1.6    4.8   11.4    2.6
  659      51  1474.0    3.7    1.7    4.7   11.4    2.8
  660      52  1482.6    3.7    1.8    4.6   11.4    2.9
  661      53  1491.2    3.7    1.9    4.5   11.3    3.0
  662      54  1499.7    3.7    2.0    4.4   11.3    2.4
  663      55  1508.3    3.8    2.1    4.3   11.3    2.6
  664      56  1516.9    3.8    2.2    4.3   11.2    2.7
  665      57  1525.5    3.8    2.3    4.2   11.2    2.9
  666      58  1534.0    3.8    2.5    4.1   11.2    3.0
  667      59  1542.6    3.9    2.6    4.0   11.1    3.2
  668      60  1551.2    3.9    2.7    4.0   11.1    3.3
  669      61  1559.7    3.9    2.8    3.9   11.1    3.5
  670      62  1568.3    3.9    2.9    3.8   11.0    3.6
  671      63  1576.9    3.9    3.1    3.8   11.0    3.7
  672      64  1585.4    4.0    3.2    3.7   11.0    3.9
  673      65  1594.0    4.0    3.3    3.6   10.9    4.0
  674      66  1602.6    4.0    3.5    3.6   10.9    4.2
  675      67  1611.2    4.0    3.6    3.5   10.9    4.3
  676      68  1619.7    4.0    3.7    3.5   10.8    4.4
  677      69  1628.3    4.1    3.9    3.4   10.8    4.6
  678      70  1636.9    4.1    4.0    3.3   10.8    4.7
  679      71  1645.4    4.1    4.1    3.3   10.7    4.8
  680      72  1654.0    4.1    4.3    3.2   10.7    4.9
  681      73  1662.6    4.2    4.4    3.2   10.7    5.1
  682      74  1671.1    4.2    4.6    3.2   10.6    5.2
  683      75  1679.7    4.2    4.7    3.1   10.6    5.3
  684      76  1688.3    4.2    4.9    3.1   10.6    5.4
  685      77  1696.9    4.2    5.0    3.0   10.5    5.6
  686      78  1705.4    4.3    5.2    3.0   10.5    5.7
  687      79  1714.0    4.3    5.4    3.0   10.5    5.8
  688      80  1722.6    4.3    5.5    2.9   10.4    5.9
  689      81  1731.1    4.3    5.7    2.9   10.4    6.0
  690      82  1739.7    4.3    5.8    2.9   10.4    6.2
  691      83  1748.3    4.4    6.0    2.9   10.3    6.3
  692      84  1756.8    4.4    6.2    2.8   10.3    6.4
  693      85  1765.4    4.4    6.3    2.8   10.2    6.5
  694      86  1774.0    4.4    6.5    2.8   10.2    6.6
  695      87  1782.6    4.5    6.7    2.8   10.2    6.7
  696      88  1791.1    4.5    6.8    2.8   10.1    6.8
  697      89  1799.7    4.5    7.0    2.8   10.1    6.9
  698      90  1808.3    4.5    7.2    2.8   10.1    7.0
  699      91  1816.8    4.5    7.3    2.8   10.0    7.1
  700      92  1825.4    4.6    7.5    2.7   10.0    7.2
  701      93  1834.0    4.6    7.7    2.7   10.0    7.4
  702      94  1842.5    4.6    7.9    2.7    9.9    7.5
  703      95  1851.1    4.6    8.0    2.8    9.9    7.6
  704      96  1859.7    4.6    8.2    2.8    9.9    7.7
  705      97  1868.3    4.7    8.4    2.8    9.8    7.8
  706      98  1876.8    4.7    8.6    2.8    9.8    8.1
  707      99  1885.4    4.7    8.7    2.8    9.8    8.2
  708     100  1894.0    4.7    8.9    2.8    9.7    8.3
  709     101  1902.5    4.8    9.1    2.8    9.7    8.4
  710     102  1911.1    4.8    9.3    2.8    9.7    8.6
  711     103  1919.7    4.8    9.5    2.9    9.7    8.7
  712     104  1928.2    4.8    9.6    2.9    9.6    8.9
  713     105  1936.8    4.8    9.8    2.9    9.6    9.0
  714     106  1945.4    4.9   10.0    2.9    9.6    9.1
  715     107  1954.0    4.9   10.2    3.0    9.5    9.5
  716     108  1962.5    4.9   10.4    3.0    9.5    9.6
  717     109  1971.1    4.9   10.5    3.0    9.5    9.6
  718     110  1979.7    4.9   10.7    3.1    9.4   10.1
  719     111  1988.2    5.0   10.9    3.1    9.4   10.2
  720     112  1996.8    5.0   11.1    3.2    9.4   10.3
  721     113  2005.4    5.0   11.3    3.2    9.4   10.4
  722     114  2013.9    5.0   11.4    3.2    9.3   10.5
  723     115  2022.5    5.1   11.6    3.3    9.3   10.6
  724     116  2031.1    5.1   11.8    3.3    9.3   10.9
  725     117  2039.7    5.1   12.0    3.4    9.2   10.9
  726     118  2048.2    5.1   12.2    3.5    9.2   11.0
  727     119  2056.8    5.1   12.3    3.5    9.2   11.6
  728     120  2065.4    5.2   12.5    3.6    9.2   11.6
  729     121  2073.9    5.2   12.7    3.6    9.1   11.7
